text,label,source,source_url,author,label_reason
How do I backup my Raspberry Pi? I have been writing programs for my Raspberry Pi (running Raspbian) for a few weeks now and would like to make sure I protect the work I have done. How can I backup the files I have created? Can I simply plug the SD card into my Windows (XP or 7) PC and copy it either to the hard drive or another SD card?,implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/311/how-do-i-backup-my-raspberry-pi,Steve Robillard,Question post with concrete implementation context.
How do I turn off my Raspberry Pi? Should I just pull the plug? Or is it best if I exit LXDE and any other running processes first?,implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/381/how-do-i-turn-off-my-raspberry-pi,Andrew Fogg,Question post with concrete implementation context.
"How do I set up networking/WiFi/static IP address on Raspbian/Raspberry Pi OS? I have followed (any one of hundreds) tutorial, and it does not work. How do I set up networking/WiFi/static IP address on the Raspberry Pi? After the Foundation introduced the dhcpcd networking system to Raspbian in May 2015 there were hundreds of questions (partly because the Foundation didn't produce any documentation). After answering dozens of questions I decided to produce a canonical answer. This proved to be more difficult than anticipated - especially as the implementation keeps changing - hopefully I have continued to keep it up-to-date. (Originally I referred to this as a Dorothy Dixer , but this is apparently an Australian idiom.)",implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/37920/how-do-i-set-up-networking-wifi-static-ip-address-on-raspbian-raspberry-pi-os,Milliways,Question post with concrete implementation context.
"How can I extend the life of my SD card? I'm not all that keen to buy a USB hard disk, but I'm aware that SD cards aren't suitable for many repetitions of reading and writing. Are there any steps I can take to extend the life of my SD card while it's being used by my Raspberry Pi?",implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/169/how-can-i-extend-the-life-of-my-sd-card,Highly Irregular,Question post with concrete implementation context.
"Execute script on start-up I am trying to execute a script when my Raspberry Pi boots up. I would like the web browser to open up automatically. I have tried to find a simple solution, (like dropping my script in some ""startup"" directory or something similar) but I am not seeing anything like that. I have looked into Upstart , but I'm struggling to grasp how that works. Any scripts I've tried have not worked when I test them out.",implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/8734/execute-script-on-start-up,Tyler Murry,Question post with concrete implementation context.
"Prepare SD card for Wifi on Headless Pi I need to SSH my Pi over wifi but because it is a model A board (using a usb hub is not possible - ever) and I have no ethernet, i can't configure the Pi to connect to my secured wifi network. I want to have the SD card plugged into my laptop and I want to edit a file with the wifi configuration information in it so my Pi will connect to my network automatically at start-up so I can then SSH it to get control. I know how to enable SSH on a headless system thanks to this answer . Edit . Ive been searching around and I'm wondering if I'm able to just edit the file /etc/network/interfaces while the SD card is in my PC and put in all the network ssid, psk and wlan0 stuff in it. Will this work? Thanks",implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/10251/prepare-sd-card-for-wifi-on-headless-pi,11chubby11,Question post with concrete implementation context.
"Disable WiFi (wlan0) on Pi 3 Got a Pi 3 which will always use ethernet, so trying to figure out how to disable the WiFi such that it does not even turn on after a reboot. If I do an ifconfig I see the wlan0 device. I can do ifconfig wlan0 down but it will come back up again after a reboot. I tried commenting out anything about wlan0 (and wlan1 ) in /etc/network/interfaces but that has not made a difference. eth0 is not commented out so it can be used.",implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/43720/disable-wifi-wlan0-on-pi-3,Evan,Question post with concrete implementation context.
"How can I resize my / (root) partition? Even though my SD card is 16GB, the image I flashed onto it was only 2GB and now I can only see 2GB of storage space on the disk. How can I resize the image so that I have more space on my root partition?",implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/499/how-can-i-resize-my-root-partition,Jivings,Question post with concrete implementation context.
What is the difference between BOARD and BCM for GPIO pin numbering? When using the RPi.GPIO library in Python you have to call import RPi.GPIO as GPIO and then GPIO.setmode(GPIO.BOARD) or GPIO.setmode(GPIO.BCM) What is the difference between these two options?,implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/12966/what-is-the-difference-between-board-and-bcm-for-gpio-pin-numbering,mirams,Question post with concrete implementation context.
"How to setup multiple WiFi networks? I go back and forth from home to school with my Pi. I just got the WiFi working last night at home using wpa.conf instead of wpa_supplicant.conf as the book I was using had the walk thru for that instead. I've noticed lots seem to use wpa_supplicant but I not sure why... Anyway, I know how to make the WiFi IP static for my home network but how do I set things up for auto-connecting to my school WiFi and use a different static IP for that network? For the network do I just add another network={} in my wpa.conf file? For the second static IP how do I bind that to the school network?",implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/11631/how-to-setup-multiple-wifi-networks,Chef Flambe,Question post with concrete implementation context.
"Prepare for ssh without a screen I have a Raspberry Pi model B at home, but I do not have a screen. My plan is to connect it to the Ethernet and then ssh into it. But this means that the SD card with the operating system (Debian Squeeze) has to be prepared first. I see two ways: Prepare the SD with the OS such that the RPi always connects to the Ethernet under a fixed IP address and enables an SSH server. Prepare the SD with the OS such that the RPi connects to the network, enables an SSH server and then broadcasts its IP address so that I can ssh into it. Which of these ways is easier? And how do I do it? Are there other ways? I have the following tools: Ubuntu 10.4, MacOS 10.5, Windows 7, but only the Ubuntu has a cardreader. Unfortunately I cannot access my router's DHCP table, it is completely closed.",implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/38/prepare-for-ssh-without-a-screen,Till B,Question post with concrete implementation context.
"How can I run the Pi on Solar Power? Has anyone successfully set up their Pi to run on solar power? If so, what would be the cheapest way to sensibly and reliably achieve this, using a combination of solar cells / batteries / voltage regulators? Is it a case of just building panels that give the required current, regulating the voltage and supplying a battery backup, or is there something else I should be aware of?",implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/86/how-can-i-run-the-pi-on-solar-power,berry120,Question post with concrete implementation context.
How can I reformat my SD card to use it normally again? I wish to reformat my SD card to use normally again (it currently has one 78 MB FAT32 partition and one 3.9 GB Linux partition). How do I do this (on Windows/Mac/*nix)?,implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/1446/how-can-i-reformat-my-sd-card-to-use-it-normally-again,Tom Medley,Question post with concrete implementation context.
"How to set up swap space? Raspberry Pi has only 256 MB of RAM, so I would like to use swap space (either on SD card or attached USB storage). How do I set it up?",implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/70/how-to-set-up-swap-space,user13,Question post with concrete implementation context.
"How do I install Google Chrome? When I go to download Google Chrome from http://www.google.com/chrome in Midori on the Raspberry Pi , I am presented with a modal dialogue box, Please select your download package: 32 bit .deb (For Debian/Ubuntu) 64 bit .deb (For Debian/Ubuntu) 32 bit .rpm (For Fedora/openSUSE) 64 bit .rpm (For Fedora/openSUSE) Not Debian/Ubuntu or Fedora/openSUSE? There may be a community-supported version for your distribution here . Is it possible to install Google Chrome on the Raspberry Pi? How would I go about it?",implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/374/how-do-i-install-google-chrome,Andrew Fogg,Question post with concrete implementation context.
"How can I determine which OS image I am running? I have been given a pre-installed SD card. It boots fine, and I know it is running some version of Raspbian. Can I determine exactly which release it is running?",implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/6974/how-can-i-determine-which-os-image-i-am-running,user6899,Question post with concrete implementation context.
"How do I supply power through the GPIO? I have seen some examples of people powering their Raspberry Pis by wiring a DC ""barrel plug"" style power supply to the 5V and GND GPIO pins. What considerations should be taken when doing something like this? Do I need to add any protective components or will any decent 5V power supply with a high enough current be fine for long term use and not destroy my Raspberry Pi?",implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/1617/how-do-i-supply-power-through-the-gpio,BitBobBang,Question post with concrete implementation context.
Find Raspberry PI address on local network I need to find the Raspberry PI IP address on local network without connect the Raspberry to a monitor. How do I do it on Linux or Mac OS systems?,implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/13936/find-raspberry-pi-address-on-local-network,J. Costa,Question post with concrete implementation context.
What does the lightning bolt mean? There is a lightning bolt icon flashing on the top right of my screen. What does it mean? Here's a picture:,implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/57963/what-does-the-lightning-bolt-mean,j0h,Question post with concrete implementation context.
How to stream video from Raspberry Pi camera and watch it live I am new to the Raspberry Pi and even new to the Raspberry Pi camera. I have seen a lot of tutorials online for the Raspberry Pi camera but have yet to find on that lets me stream straight from the Raspberry Pi camera like you can with a webcam (using SimpleCV or OpenCV). Was hoping someone could point me in the right direction.,implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/23182/how-to-stream-video-from-raspberry-pi-camera-and-watch-it-live,BuddingEngineer,Question post with concrete implementation context.
"How do I force the Raspberry Pi to turn on HDMI? I have a Raspberry Pi running Raspbmc connected through HDMI to a dumb HDTV. (Does not support HDMI-CEC). If I power on both the TV (both at source and display through remote) and Raspbmc at the same time then it all works fine. If I power on the Raspbmc and TV, but the TV display is not turned on. Sometime later I use the TV remote to power on the TV display, then I get a blank display on TV through HDMI. This is not the screensaver because using a XBMC remote does not change anything. The Raspbmc is active though, because I can ping it and connect to it using SSH . Is there a setting in Raspbmc I can change so that it always turns on HDMI , no matter if the TV display is on or off?",implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/2169/how-do-i-force-the-raspberry-pi-to-turn-on-hdmi,Ashwin Nanjappa,Question post with concrete implementation context.
"Can I use the GPIO for pulse width modulation (PWM)? Can I use the GPIO as a pulse-width modulation output? If so, how would I go about doing it and how many concurrent, distinct PWM outputs can I have?",implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/298/can-i-use-the-gpio-for-pulse-width-modulation-pwm,berry120,Question post with concrete implementation context.
"How can one control AC power (220V) with a Raspberry Pi? I though about using the Raspberry Pi to switch on and off other electrical devices which unnecessary consume power in stand-by mode. In short, I'd like to control an AC socket or multiple sockets. How can one let the computer ""push the button"": Image: CC-BY-SA 3.0 by Firstfreddy The physical solution is a relay, but I don't want to build all on my own and play around with 220V and sparks when switching on and off ;-) By the way the Raspberry Pi requires 2 Watt in idle mode, so only using it as a switch to save energy might not make sense, so it should be usable for other purpose at the same time.",implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/1633/how-can-one-control-ac-power-220v-with-a-raspberry-pi,Jakob,Question post with concrete implementation context.
Can I use the GPU for calculations? Is it possible to use the GPU for calculations? (e.g. CUDA/OpenCL),implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/41/can-i-use-the-gpu-for-calculations,Alex L,Question post with concrete implementation context.
"How do I build a UPS-like - battery backup - system? As we all know, the Raspberry Pi doesn't really use that much power (5v + 700mA is the spec). I'd like to build a battery backup for power outages in a DIY-ish fashion. I don't need surge protection or any other fancy options, just security from minor power outages and brownouts. How can I put a battery backup between the Raspberry Pi and the phone charger I'm using to run it?",implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/1360/how-do-i-build-a-ups-like-battery-backup-system,Riku L,Question post with concrete implementation context.
How to run Raspbian on VirtualBox? I have tried Debian on VirtualBox and would like to check out Raspbian. How do I install Raspbian on VirtualBox?,implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/1177/how-to-run-raspbian-on-virtualbox,JeeShen Lee,Question post with concrete implementation context.
"Boot without starting X-server During the installation of Raspian I chose ""Start X-Server after boot"", but now I want to boot it once without starting the X-Server, so I've got more memory to run a program. How do I boot without starting the X-Server?",implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/1318/boot-without-starting-x-server,Stein,Question post with concrete implementation context.
"How do I update software and firmware? I understand that the software on the Raspberry Pi is divided into three sections: the closed-source GPU firmware, the patched ARM Linux kernel and the user space software. Is the GPU firmware on the chip or SD card? Is there an easy way to update everything (firmware, kernel, modules)?",implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/164/how-do-i-update-software-and-firmware,Alex L,Question post with concrete implementation context.
"Can a Raspberry Pi be used to create a backup of itself? This question answers the question of how I use an external computer to create a backup of my RPi. I'm wondering whether I can create a backup image of the SD card that is currently in use, and copying it to a file on a USB storage device. Is this possible? If not, is there any way to create a backup of a RPi without involving another computer?",implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/5427/can-a-raspberry-pi-be-used-to-create-a-backup-of-itself,Eric Wilson,Question post with concrete implementation context.
How do I get the serial number? Where can I find the serial number of the Raspberry Pi I am currently using?,implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/2086/how-do-i-get-the-serial-number,Alex Chamberlain,Question post with concrete implementation context.
"Installing Raspbian from NOOBS without display I am trying to install Raspbian from NOOBS, but I have no other screen/keyboard available than my laptop screen/keyboard. I find enough information about using a laptop screen/keyboard for a Pi, but then you already need to have an OS installed. But I have no OS installed, because my SD card contains NOOBS and I want to install Raspbian using NOOBS. How can I do that with only my laptop screen and keyboard? I'm running Windows 7 on my laptop.",implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/15192/installing-raspbian-from-noobs-without-display,user3094403,Question post with concrete implementation context.
Differences between Raspbian Jessie and Raspbian Jessie Lite What are the differences between Raspbian Jessie and Raspbian Jessie Lite ? What's better for a Owncloud server: Raspbian Jessie or Raspbian Jessie Lite ?,implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/39932/differences-between-raspbian-jessie-and-raspbian-jessie-lite,user38660,Question post with concrete implementation context.
"Definitive List Of Operating Systems What is a definitive list of operating systems that work with the Raspberry Pi? I know of the distributions listed on their sites of course, but it could be beneficial to have a complete list of everything known to work (broken down by OS, and then distribution).",implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/534/definitive-list-of-operating-systems,Matt Lacey,Question post with concrete implementation context.
"How much energy does the Raspberry Pi consume in a day? My searching efforts have failed when trying to find this. On average, how much energy does the Raspberry Pi consume in 24 hours (minimal usage vs. max usage in a day and USB vs. Micro-USB powered) ?",implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/5033/how-much-energy-does-the-raspberry-pi-consume-in-a-day,Zero,Question post with concrete implementation context.
"How do I build a GCC 4.7 toolchain for cross-compiling? I already asked this question on Stack Overflow, but I would like to know if anyone managed to build a GCC 4.7 toolchain for ARM cross-compilation (for a x86/x86-64 Linux host). There are many instructions for building GCC from source and many available cross-compilers for pre-4.7 GCC versions, just not the latest one. Compiling on Rasp Pi itself works fine, but it's just a bit too slow for practical purposes. I am eager to get compiling and I would like to use the latest and the best tools.",implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/1/how-do-i-build-a-gcc-4-7-toolchain-for-cross-compiling,user13,Question post with concrete implementation context.
"How do I prevent the screen from going blank? I am running the Debian wheezy beta and using my Pi to display my geckoboard dashboards using midori, as a result I want to prevent the screen from going blank, which it does after 10 minutes (though it doesn't seem to turn off the backlight). I have searched through the menu options and can not find how to prevent this. I came across a post on raspberrypi.org suggesting that the following: sudo sh -c ""TERM=linux setterm -blank 0 >/dev/tty0"" would solve the problem, but it does not work. I have also tried changing BLANK_TIME to zero in /etc/kbd/config without success.",implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/752/how-do-i-prevent-the-screen-from-going-blank,Steve Robillard,Question post with concrete implementation context.
"How do I enable Wake On LAN? My first thought was to simply start broadcasting WOL magic packets over the network, but my Raspberry Pi is not waking up. So I'm assuming it either doesn't support WOL, or I haven't properly configured it. What do I have to do to enable Wake-on-LAN?",implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/126/how-do-i-enable-wake-on-lan,Oliver Salzburg,Question post with concrete implementation context.
"How to automatically reconnect WiFi? I'm using my pi to monitor my power meters. Data is transferred to PC by WiFi connection using Edimax EW-7811UN USB adapter. When the Wifi connection drops (switched off over night, or shaky connection), the USB adapter remains disabled. Is there a way to restart the WiFi connection automatically without re-plugging the WiFi adapter?",implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/4120/how-to-automatically-reconnect-wifi,andig,Question post with concrete implementation context.
"How can I determine when an SD card needs replacement? Is there a way to estimate the lifetime of a SD card? If not, is there a utility I can use that monitors its integrity and reliability so I know when to use a new SD card?",implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/251/how-can-i-determine-when-an-sd-card-needs-replacement,ramblinjan,Question post with concrete implementation context.
How to force NTPD to update date/time after boot? The Raspberry Pi lacks a hardware clock. How do I force NTPD to update date/time immediately after every boot? I'm running Raspbian and the Raspberry Pi is connected using an Ethernet cable.,implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/8231/how-to-force-ntpd-to-update-date-time-after-boot,Alessandro Da Rugna,Question post with concrete implementation context.
"Solving “RTNETLINK answers: File exists” when running ifup I had this problem when I got my new Wi-Fi dongle and have seen a few people with the same issue. Basically when I have one interface configured and want to swap to the other one, it throws up this error: RTNETLINK answers: File exists Failed to bring up eth0 or something similar. /etc/network/interfaces file: auto lo iface lo inet loopback auto eth0 iface eth0 inet static address 192.168.1.2 netmask 255.255.255.0 gateway 192.168.1.1 iface wlan0 inet static address 192.168.1.3 netmask 255.255.255.0 gateway 192.168.1.1",implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/13895/solving-rtnetlink-answers-file-exists-when-running-ifup,theo-brown,Question post with concrete implementation context.
"How to set up Raspberry Pi without a monitor? I recently bought a Raspberry Pi, type B model. I want to set it up directly to my laptop screen, without any other monitor. I have not set it up yet. How do I connect my laptop's screen as the Raspberry Pi's display? I do not want to buy an HDMI cable. Instead I want to try from Ethernet or the USB.",implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/14611/how-to-set-up-raspberry-pi-without-a-monitor,Damodar Dahal,Question post with concrete implementation context.
"Raspberry Pi Power Limitations There are very many, often contradictory, claims about the power requirements and limitations of the Pi. What are the exact requirements?",implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/51615/raspberry-pi-power-limitations,Milliways,Question post with concrete implementation context.
"How can I remove the GUI from Raspbian/Debian? I would like to know how to completely remove X.org and all GUI-related components from Raspbian or soft-float Debian. The most obvious solution would be sudo apt-get purge xorg , but I am afraid that that will leave some GUI packages lying around. How can I accomplish this?",implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/5258/how-can-i-remove-the-gui-from-raspbian-debian,fouric,Question post with concrete implementation context.
"Does Raspbian's repository have a browsable package list? Raspbian claims to have ""35,0000 Raspbian packages"", which is great, but I'm only looking for a package or two before I install it. Is there a browsable repository package list that I can search with a web browser without being on the device itself? If there isn't a browser-friendly method, is there a way to download the package lists and browse through some other method?",implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/1179/does-raspbians-repository-have-a-browsable-package-list,Zoot,Question post with concrete implementation context.
What do I need to know to power from batteries? What voltage range can it accept? What sort of batteries are appropriate?,implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/35/what-do-i-need-to-know-to-power-from-batteries,Highly Irregular,Question post with concrete implementation context.
"What is the optimum split of main versus GPU memory? I read that it's possible to allocate either 128MB, 64MB or 32MB to the Raspberry Pi's video memory. Given that my primary use case for this machine is educational: I will be running lightweight python scripts and web-browsing. Is it likely to suffer any loss of features by switching to only 32MB of memory for me? I do not anticipate wanting to use any 3D or playing any video.",implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/673/what-is-the-optimum-split-of-main-versus-gpu-memory,Salim Fadhley,Question post with concrete implementation context.
"How do I turn on my Raspberry Pi after shutdown? My Raspberry Pi runs OpenELEC. The XBMC has a Power-button in the left-bottom corner where I can shutdown the Raspberry Pi. That works fine, but I can't figure out how to turn it on again after the shutdown. The only way I can make it start again is by pulling out the power plug and plug it in again, but that cannot be the only way to do it. Do I need to create my own hardware-power button for this or can I turn it on in any other way? I'd love to have some kind of remote to turn it on.",implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/5489/how-do-i-turn-on-my-raspberry-pi-after-shutdown,ThomasCle,Question post with concrete implementation context.
"What is the maximum current the GPIO pins can output? What is the maximum amount of current that can be pulled from a single GPIO pin? Does the maximum current decrease if current is being pulled from multiple GPIO pins? From my research, I've found: An Arduino can pull 40 mA People on the forums hint at 50 mA as an answer Searching the data sheet returns no results Some discussion was brought up on electronics.stackexchange.com",implementation_question,Raspberry Pi Stack Exchange question,https://raspberrypi.stackexchange.com/questions/9298/what-is-the-maximum-current-the-gpio-pins-can-output,spuder,Question post with concrete implementation context.
"> imperative chunk of simple and straightforward C is far better than arcane declarative CSS based Nope, consider yourself lucky if you have never heard the horror stories about the old theming code (and even more lucky from the fact that you never had to poke at it). :) P.S. Me too, I worked at a small studio developing web apps for a few year, then moved to optimizing HTML/JS/CSS3 apps running on a custom WebKit enviroment with animations, transitions and whatnot on a embedded (and horribly low-powered) platform and now I have the pleasure of trying to make WebKit work well on the Raspberry Pi. As far as I can tell, CSS is several orders of magnitude better than poking at C code for those purposes.",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=9986978,EmanueleAina,Broad or confident claim without enough detail in the post text.
"For $16, I'll certainly bother. I paid $45 shipped for the original Raspberry Pi with a processor that wasn't much better than this, and found all kinds of uses for it. Now, if this one was the price of the current RasPi 2, I wouldn't touch it. But this is most of the functionality of the original Pi at a third of the price. Sign me up!",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=9949232,morganvachon,Broad or confident claim without enough detail in the post text.
"Add another piece of hardware. Cheap off-the-shelf Linux-running hardware. A rebadged Netgear router that'll run OpenWRT is £7. Worst case, Raspberry Pi is £45 including case, cheap small SD card, PSU and an extra USB Ethernet adapter.",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=9869283,Nexxxeh,Broad or confident claim without enough detail in the post text.
At best can replace it with a Raspberry PI instead of a full on PC.,unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=9708284,lurkinggrue,Broad or confident claim without enough detail in the post text.
"linux kernel takes 20 minutes to build on my workstation, a plan9 kernel takes something tiny like 60 seconds on a raspberry pi. This is due to a few reasons. 1. Plan9 C does not allow headers to include more headers, this speeds up compilation, as there is far less useless preprocessor churn. 2. Plan9 C/Go does not do heavy optimisation, but does a decent job. 3. The system has less code overall, something like 1 million lines of code for something like gcc seems like bloat to me, They don't remove useless features and dated features as fast as they pile it on. The whole Go compiler builds from source for me before the gcc configure script has completed.",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=9664991,andrewchambers,Broad or confident claim without enough detail in the post text.
"Hardware cost and availability is definitely a factor: even a Raspberry Pi is ridiculously expensive. Without disposable hardware to try things ""just for fun"" (and without fearing that, if you break it, it will take lots of time/money to get another one), the hacking mindset is much harder to develop. One of the best (and sometimes only) way to obtain reasonably-priced hardware is to import things from DealExtreme and hope that customs won't block it. If all goes well, you just have a 30-day (at best) lead time between wanting to try something and actually being able to do it.",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=9602165,dhekir,Broad or confident claim without enough detail in the post text.
"Fourthing CCL - it's stable on Windows and fast enough for writing games :). Also, it's the best free CL for targeting Raspberry Pi - unlike SBCL, CCL supports native threads there, and with the weak but quad-core processor of RPi2, the difference is very noticeable.",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=9508746,TeMPOraL,Broad or confident claim without enough detail in the post text.
I did a flight like this but using Arduino instead of Raspberry Pi (total overkill and power hungry). Full details: http://blog.jgc.org/2011/04/gaga-1-flight.html,unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=9501787,jgrahamc,Broad or confident claim without enough detail in the post text.
"hmm... yeah that's what I thought. And yes, the best case might be have hundreds of these ""systems on a chip"" on a custom board with it's internal bus (PCI-whatever) with avirtual eth0's visible on each internal system. This whole rigmarole could be connected to the rest of the network via a couple of 10G networks. Then some flavor of SDN would work to divide the bandwidth in a fair manner among the boxes. But doing all that custom electronics does take the fun out of the idea of ""just a bunch of cheap raspberry pi's doing their thing"". So maybe not.",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=9355268,chetanahuja,Broad or confident claim without enough detail in the post text.
"It looks like it has a PowerVR GPU, which would make it the later. If you want a board where you can write your own OS and still make use of the GPU, the Raspberry Pi is your best bet.",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=9320670,Narishma,Broad or confident claim without enough detail in the post text.
"We're doing a similar thing but with a Raspberry Pi that I've stripped down so it runs nothing but a plain text editor. It's just what we had lying around when the issue came to a head. There was the temptation of the Web, but even the fonts and settings of a regular word processor were too distracting. He's happy with the solution. It's a little bit geeky and weird, which is an attraction for him.",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=9301588,analog31,Broad or confident claim without enough detail in the post text.
"I don't think Microsoft is a good example here. They're doing some pretty innovative stuff. Open sourcing much of the .NET stack, F#, and Windows 10 on the Raspberry Pi. Even at their worst they never really stopped acquiring top talent, and their revenue hasn't stopped growing [1](it's also about 7 times what Facebook's is). [1] http://www.extremetech.com/wp-content/uploads/2013/08/FY2002...",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=9296460,learc83,Broad or confident claim without enough detail in the post text.
"The CPU in these things aren't really all that powerful. It's certainly better than a Raspberry Pi, but then it costs 15x as much. I don't know if they're adequate for Dolphin, but when most people talk about gaming on the NUC, they're talking about Steam in-home streaming (which works spectacularly on the NUC, btw). The NUC makes a great HTPC overall though; you can even VESA mount it so instead of sticking it under the TV, you just stick it behind the TV.",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=9289840,exelius,Broad or confident claim without enough detail in the post text.
"The terrible media circus that said Windows 8/10 would run on a Raspberry Pi forgot to mention that it would be the embedded editions of Windows, specifically designed to run IoT-type apps. Not the desktop version.",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=9223768,NeutronBoy,Broad or confident claim without enough detail in the post text.
Why we need the best tools on Chromebooks and Raspberry Pi,unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=12956597,headmelted,Broad or confident claim without enough detail in the post text.
A Raspberry Pi 5 is better than two Pi 4S,unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=37809516,MrBuddyCasino,Broad or confident claim without enough detail in the post text.
"Thank you, I appreciate it. I was thinking that if I stay relatively low level or do arduino and FPGA work on the side, my EE fundamentals can transfer and mix with my software skills at any many jobs, such as embedded engineering or even wireless, as my current focus in EE is RF. It just kind of sucks that in America it doesn't seem like there are any ""true"" hardware jobs, and the ones that are around pay extremely little or are VLSI software based. If I knew this in detail when I started EE I'd probably have hesitated upon entry.",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=9950923,HLRoku,Broad or confident claim without enough detail in the post text.
"You can use crocodile clips or banana plugs to connect it into experiments without worrying so much about frying it. I wouldn't suggest trying that with the Pi - it has 5V pins right next to I/Os that are killed by connecting 5V. Last I heard, the general consensus amongst users seemed to be that the best way to get I/O on a Pi for educational purposes was to hook up an Arduino or compatible and use that.",unsupported_claim,Hacker News Algolia,https://news.ycombinator.com/item?id=9846152,makomk,Broad or confident claim without enough detail in the post text.
